IGPCV;DENOMINACION;PROVINCIA;MUNICIPIO;UTMESTE;UTMNORTE;CODCLASIFICACION;CLASIFICACION;CODCATEGORIA;CATEGORIA
"12.055-9999-000001";"Castillo y murallas de Chodos / Xodos";"CASTELLÓN";"XODOS";"4458438";"730821";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.056-9999-000002";"Torre de Chóvar";"CASTELLÓN";"CHÓVAR";"4413932";"728696";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.057-9999-000002";"Castillo";"CASTELLÓN";"ESLIDA";"4417659";"730160";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.058-9999-000018";"Castillo de Espadilla";"CASTELLÓN";"ESPADILLA";"4433494";"725197";1;"Bienes inmuebles 1ª";;
"12.059-9999-000001";"Castillo de Fanzara";"CASTELLÓN";"FANZARA";"4431629";"728989";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000001";"Mas Torre Amela";"CASTELLÓN";"FORCALL";"4505641";"738393";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000002";"Torre Molino o Masía Torreta";"CASTELLÓN";"FORCALL";"4505428";"737220";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000003";"Escudo heráldico del Palacio de los Osset -  Miró";"CASTELLÓN";"FORCALL";"4503184";"736794";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000004";"Escudo heráldico de la Torre-Palacio de Blay Berga";"CASTELLÓN";"FORCALL";"4503787";"737520";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000017";"Ayuntamiento";"CASTELLÓN";"FORCALL";"4503254";"736815";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000021";"Fábrica de Palos o Palacio de los Berga";"CASTELLÓN";"FORCALL";"4503792";"737535";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000022";"Ciudad Amurallada Ibero Romana Moleta Dels Frares";"CASTELLÓN";"FORCALL";"4504590";"734240";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.061-9999-000027";"Torre de Dionisio";"CASTELLÓN";"FORCALL";"4505876";"737450";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000028";"Torre de Selló";"CASTELLÓN";"FORCALL";"4505935";"733505";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000029";"Torre de Folch";"CASTELLÓN";"FORCALL";"4505985";"736130";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000060";"Peiró del Molí Matalí";"CASTELLÓN";"FORCALL";"4503284";"735933";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000061";"Peiró de Sant Cristòfol";"CASTELLÓN";"FORCALL";"4502837";"736628";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000062";"Peiró de la Consolacioneta";"CASTELLÓN";"FORCALL";"4503546";"737373";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000063";"Peiró de la Consolació";"CASTELLÓN";"FORCALL";"4503413";"737422";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000068";"Peiró del Molí Boticari";"CASTELLÓN";"FORCALL";"4502127";"736991";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000069";"Peiró de Sant Joaquim de la Menadella - Descansadero";"CASTELLÓN";"FORCALL";"4507898";"732305";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.061-9999-000070";"Campana del Convent del antiguo convento de Ntra. Sra. del Rosario y San Blas de Forcall";"CASTELLÓN";"FORCALL";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.065-9999-000002";"Antigua Casa de la Villa";"CASTELLÓN";"GAIBIEL";"4422527";"714021";1;"Bienes inmuebles 1ª";11;"Monumento de interés local"
"12.065-9999-000003";"Castillo de Gaibiel";"CASTELLÓN";"GAIBIEL";"4422296";"714062";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.065-9999-000004";"Torre de Dalt";"CASTELLÓN";"GAIBIEL";"4422994";"714609";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.067-9999-000001";"Castillo Palacio de Geldo";"CASTELLÓN";"GELDO";"4412791";"716789";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.068-9999-000001";"Castillo Palacio del Barón de Herbés";"CASTELLÓN";"HERBERS";"4512170";"752951";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.070-9999-000001";"Escudo de los Vallés de 1550";"CASTELLÓN";"JANA (LA)";"4489783";"775585";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.070-9999-000002";"Escudo de los Valles en la calle de la Corte, 6";"CASTELLÓN";"JANA (LA)";"4489798";"775582";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.070-9999-000003";"Escudo de los Vallés";"CASTELLÓN";"JANA (LA)";"4489784";"775597";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.070-9999-000004";"Escudo del familiar del Santo Oficio Vallés";"CASTELLÓN";"JANA (LA)";"4489736";"775648";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.070-9999-000010";"Escudo de los Jovaní";"CASTELLÓN";"JANA (LA)";"4489794";"775668";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.071-9999-000001";"Conjunto Histórico";"CASTELLÓN";"JÉRICA";"4420856";"707610";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.071-9999-000003";"Ayuntamiento y Museo Municipal";"CASTELLÓN";"JÉRICA";"4420614";"707670";1;"Bienes inmuebles 1ª";20;"Fondo de museo (primera)"
"12.071-9999-000004";"Torre de las Campanas o  de la Alcudia";"CASTELLÓN";"JÉRICA";"4420709";"707548";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.071-9999-000005";"Castillo, ermita de San Roque o Santa Agueda la Vieja y cintas murarias";"CASTELLÓN";"JÉRICA";"4420458";"707416";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.071-9999-000014";"Cruz Cubierta de Jérica";"CASTELLÓN";"JÉRICA";"4419348";"708906";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.071-9999-000037";"Zona Arqueológica Poblado Barranco del Baladrar";"CASTELLÓN";"JÉRICA";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.072-9999-000002";"Torre de L´Oró";"CASTELLÓN";"LLUCENA";"4446240";"731514";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.072-9999-000003";"Castillo y murallas Les Torrocelles";"CASTELLÓN";"LLUCENA";"4453222";"735994";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.072-9999-000008";"Torre de los Foios";"CASTELLÓN";"LLUCENA";"4446504";"728122";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.072-9999-000009";"Recinto amurallado de Lucena del Cid";"CASTELLÓN";"LLUCENA";"4446489";"731709";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.073-9999-000003";"Torre de Giraba";"CASTELLÓN";"LUDIENTE";"4442256";"723069";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.073-9999-000005";"Iglesia Fortificada";"CASTELLÓN";"LUDIENTE";"4440686";"723914";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.075-9999-000008";"Torre Guillermo";"CASTELLÓN";"MATA (LA)";"4499398";"729071";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.075-9999-000016";"Peiró Creuer de San Gil o de la Mesquita";"CASTELLÓN";"MATA (LA)";"4499663";"730341";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.075-9999-000017";"Peiró Creuer de les Canals";"CASTELLÓN";"MATA (LA)";"4499301";"729655";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.075-9999-000021";"Torre molino de la Punta";"CASTELLÓN";"MATA (LA)";"4499399";"729562";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.075-9999-000022";"Escudo de armas de los Pedro";"CASTELLÓN";"MATA (LA)";"4499727";"730108";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.076-9999-000004";"Torre del Pilón";"CASTELLÓN";"MATET";"4424011";"716283";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.077-9999-000001";"Restos de la Torre Santa Isabel de Carrillo o Nova";"CASTELLÓN";"MONCOFA";"4407672";"744644";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.077-9999-000004";"Restos del Recinto Amurallado";"CASTELLÓN";"MONCOFA";"4410306";"744366";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.078-9999-000001";"Castillo de Montán";"CASTELLÓN";"MONTÁN";"4434617";"708684";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.079-9999-000003";"Torre de Montanejos";"CASTELLÓN";"MONTANEJOS";"4438231";"711309";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.079-9999-000005";"Castillo de la Alquería";"CASTELLÓN";"MONTANEJOS";"4437100";"711435";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000004";"Ciudad de Morella";"CASTELLÓN";"MORELLA";"4500489";"745288";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.080-9999-000005";"Castillo y murallas";"CASTELLÓN";"MORELLA";"4500598";"745132";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000007";"Acueducto de Morella o Séquia Reial";"CASTELLÓN";"MORELLA";"4501183";"745319";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000009";"Iglesia Arciprestal de Santa María";"CASTELLÓN";"MORELLA";"4500520";"745239";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000024";"Casa Fortificada de los Brusca y Creixells";"CASTELLÓN";"MORELLA";"4496717";"747602";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000026";"Yacimiento icnológico del Barranco de Vallivana";"CASTELLÓN";"MORELLA";"4493337";"755516";1;"Bienes inmuebles 1ª";7;"Zona paleontológica"
"12.080-9999-000027";"Torre Grossa";"CASTELLÓN";"MORELLA";"4499380";"743156";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000028";"Torre Madó";"CASTELLÓN";"MORELLA";"4504044";"750438";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.080-9999-000039";"Campana de les Ànimes de la ermita de la Purísima de la Llécua de Morella";"CASTELLÓN";"MORELLA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.081-9999-000007";"Torre Altomira";"CASTELLÓN";"NAVAJAS";"4416647";"713030";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.082-9999-000005";"Conjunto Fortificado de Mascarell";"CASTELLÓN";"NULES";"4416152";"744535";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.082-9999-000006";"Templo y plazoleta de los Carmelitas Descalzos";"CASTELLÓN";"NULES";"4415553";"743522";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.082-9999-000025";"Villa Romana de Benicató";"CASTELLÓN";"NULES";"4413080";"744244";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.083-9999-000002";"Castillo de Olcaf";"CASTELLÓN";"OLOCAU DEL REY";"4502309";"724587";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.083-9999-000008";"Castillo del Real";"CASTELLÓN";"OLOCAU DEL REY";"4501677";"724898";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.083-9999-000010";"Campana dels albaets de la parroquia de la Virgen del Rosario de Olocau";"CASTELLÓN";"OLOCAU DEL REY";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.084-9999-000002";"Casco Antiguo";"CASTELLÓN";"ONDA";"4427155";"733937";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.084-9999-000003";"Casona del Molí de la Reixa";"CASTELLÓN";"ONDA";"4427480";"733284";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.084-9999-000004";"Castillo";"CASTELLÓN";"ONDA";"4427143";"734082";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.084-9999-000005";"Torre del Cerro de la Atalaya";"CASTELLÓN";"ONDA";"4430537";"734471";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.084-9999-000041";"Recinto fortificado del Torrelló";"CASTELLÓN";"ONDA";"4429664";"739500";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.084-9999-000048";"Murallas de Onda";"CASTELLÓN";"ONDA";;;1;"Bienes inmuebles 1ª";;
"12.085-9999-000012";"Castillo y Murallas de Oropesa";"CASTELLÓN";"ORPESA";"4442736";"767124";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.085-9999-000013";"Torre del Rey";"CASTELLÓN";"ORPESA";"4441694";"768220";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.085-9999-000014";"Torre de la Cordà";"CASTELLÓN";"ORPESA";"4439796";"766527";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.085-9999-000015";"Torre Colomera";"CASTELLÓN";"ORPESA";"4438718";"764939";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.085-9999-000018";"Orpesa la Vella";"CASTELLÓN";"ORPESA";"4441226";"767366";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.089-9999-000038";"Conjunto Histórico Artístico La Ciudad";"CASTELLÓN";"PENÍSCOLA";"4473053";"789335";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.089-9999-000039";"Castillo - Palacio";"CASTELLÓN";"PENÍSCOLA";"4473168";"789401";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.089-9999-000040";"Torreón de Badum";"CASTELLÓN";"PENÍSCOLA";"4468925";"785744";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.089-9999-000047";"Torre Nova";"CASTELLÓN";"PENÍSCOLA";"4464134";"783032";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.089-9999-000050";"El Castellet";"CASTELLÓN";"PENÍSCOLA";"4476225";"784629";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.089-9999-000053";"Colección de bienes muebles conjunto de relicarios del papa Luna";"CASTELLÓN";"PENÍSCOLA";;;2;"Bienes muebles 1ª";;
"12.089-9999-000054";"Murallas de Peñíscola";"CASTELLÓN";"PENÍSCOLA";;;1;"Bienes inmuebles 1ª";;
"12.090-9999-000002";"Torre del Prospinal";"CASTELLÓN";"PINA DE MONTALGRAO";"4430166";"699554";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.090-9999-000003";"Castillo";"CASTELLÓN";"PINA DE MONTALGRAO";"4432830";"700034";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.090-9999-000008";"Cruz de Término, Carretera del Ragudo";"CASTELLÓN";"PINA DE MONTALGRAO";;;2;"Bienes muebles 1ª";;
"12.090-9999-000009";"Campana la Grande, María de la parroquia de San Salvador de Pina de Montalgrao";"CASTELLÓN";"PINA DE MONTALGRAO";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.090-9999-000010";"Poblado ibérico de Castellar de Ragudo";"CASTELLÓN";"PINA DE MONTALGRAO";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.091-9999-000001";"Castillo de Portell de Morella";"CASTELLÓN";"PORTELL DE MORELLA";"4490448";"731829";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.092-9999-000001";"Castillo de la Viñaza o Castillo de Arenós";"CASTELLÓN";"PUEBLA DE ARENOSO";"4440814";"707011";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.093-9999-000001";"Monasterio de Santa María";"CASTELLÓN";"POBLA DE BENIFASSÀ (LA)";"4507747";"770314";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.093-9999-000004";"Castillo del Boixar";"CASTELLÓN";"POBLA DE BENIFASSÀ (LA)";"4507983";"763734";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.096-9999-000001";"Murallas de Rossell";"CASTELLÓN";"ROSSELL";"4501424";"772789";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.098-9999-000003";"Murallas de La Salzadella";"CASTELLÓN";"SALZADELLA (LA)";"4478960";"769304";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000002";"Iglesia Arciprestal de San Mateo Apóstol";"CASTELLÓN";"SANT MATEU";"4484257";"769677";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000004";"Murallas";"CASTELLÓN";"SANT MATEU";"4484343";"769731";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000005";"Masía Fortificada Torre El Palomar";"CASTELLÓN";"SANT MATEU";"4487532";"767875";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000013";"Escudo";"CASTELLÓN";"SANT MATEU";"4484350";"769581";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000019";"Cruz de Término";"CASTELLÓN";"SANT MATEU";"4483966";"769495";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000020";"Escudo";"CASTELLÓN";"SANT MATEU";"4484275";"769475";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000021";"Escudo del Lavadero";"CASTELLÓN";"SANT MATEU";"4484215";"769727";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000022";"Escudo del Puente sobre el Río Palacio";"CASTELLÓN";"SANT MATEU";"4484334";"769759";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000023";"Escudo de la Casa Abadía";"CASTELLÓN";"SANT MATEU";"4484233";"769663";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000024";"Escudo de la Torre del Antiguo Convento de Santo Domingo";"CASTELLÓN";"SANT MATEU";"4484411";"769870";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000025";"Escudo del Palacio del Marqués de Villores";"CASTELLÓN";"SANT MATEU";"4484208";"769566";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.100-9999-000026";"Conjunto Histórico";"CASTELLÓN";"SANT MATEU";"4484153";"769555";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.102-9999-000001";"Castillo de Pulpis";"CASTELLÓN";"SANTA MAGDALENA DE PULPIS";"4472190";"782151";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.102-9999-000003";"Torreón de San Millán";"CASTELLÓN";"SANTA MAGDALENA DE PULPIS";"4474003";"780837";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.104-9999-000001";"Masía de la Rodana";"CASTELLÓN";"SEGORBE";"4409682";"712814";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.104-9999-000002";"Conjunto Histórico";"CASTELLÓN";"SEGORBE";"4414424";"715007";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.104-9999-000004";"Santa Iglesia Catedral Basílica de Santa María de la Asunción";"CASTELLÓN";"SEGORBE";"4414347";"714901";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.104-9999-000005";"Castillo, Acueducto y Murallas";"CASTELLÓN";"SEGORBE";"4414640";"715086";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.104-9999-000038";"Campana de horas de la catedral de la Asunción de Segorbe";"CASTELLÓN";"SEGORBE";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.105-9999-000001";"El Castellar";"CASTELLÓN";"SIERRA ENGARCERÁN";"4461367";"753249";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.105-9999-000002";"Tossal de la Vila";"CASTELLÓN";"SIERRA ENGARCERÁN";"4461650";"752108";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.105-9999-000012";"Petroglifo del Mas de Gaspar";"CASTELLÓN";"SIERRA ENGARCERÁN";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.106-9999-000002";"Muralla Carlista de Soneja";"CASTELLÓN";"SONEJA";"4410767";"720146";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.106-9999-000020";"Campana de cuartos de la parroquia de San Miguel Arcángel de Soneja";"CASTELLÓN";"SONEJA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.106-9999-000021";"Campana la pequeña de la parroquia de San Miguel de Soneja";"CASTELLÓN";"SONEJA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.107-9999-000002";"Castillo-Palacio del Señor";"CASTELLÓN";"SOT DE FERRER";"4409343";"721491";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.108-9999-000001";"Castillo de Mauz";"CASTELLÓN";"SUERA";"4424954";"726022";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.108-9999-000004";"Espacio de Protección Arqueológica Asentamiento de Castro";"CASTELLÓN";"SUERA";"4424528";"725086";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.109-9999-000002";"Castillo, Torre Cabrera y Torre de la Muerte";"CASTELLÓN";"TALES";"4425197";"729888";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.111-9999-000002";"Castillo y murallas de Tírig";"CASTELLÓN";"TÍRIG";"4479386";"761055";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.112-9999-000017";"Castillo";"CASTELLÓN";"TODOLELLA";"4503289";"732857";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.112-9999-000018";"Campana Cristòfol de la ermita San Cristóbal de Saranyana de Todolella";"CASTELLÓN";"TODOLELLA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.113-9999-000002";"Castillo de Toga";"CASTELLÓN";"TOGA";"4435913";"724594";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.113-9999-000003";"Recinto Amurallado de Toga";"CASTELLÓN";"TOGA";"4435714";"724554";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.115-9999-000003";"Ayuntamiento";"CASTELLÓN";"TORO (EL)";"4428231";"692242";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.115-9999-000006";"Castillo";"CASTELLÓN";"TORO (EL)";"4428370";"692201";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.116-9999-000004";"Castillo de Villahaleva";"CASTELLÓN";"TORRALBA DEL PINAR";"4428702";"719556";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.117-9999-000001";"Calvario y primitiva Iglesia";"CASTELLÓN";"TORREBLANCA";"4457269";"771797";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.117-9999-000002";"Torre de Doña Blanca";"CASTELLÓN";"TORREBLANCA";"4455396";"771557";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.117-9999-000004";"Torre Nostra";"CASTELLÓN";"TORREBLANCA";"4454172";"774248";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.117-9999-000015";"Masia del Campàs";"CASTELLÓN";"TORREBLANCA";"4455826";"776526";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.118-9999-000001";"Torre de Torrechiva";"CASTELLÓN";"TORRECHIVA";"4436399";"721925";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.118-9999-000006";"Zona Arqueológica Torre de Torrechiva";"CASTELLÓN";"TORRECHIVA";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.118-9999-000007";"Zona Arqueológica Crucica del Barbero";"CASTELLÓN";"TORRECHIVA";"4436145";"722630";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.119-9999-000002";"Castillo o Torre";"CASTELLÓN";"TORRE D'EN BESORA (LA)";"4468172";"748152";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.120-9999-000008";"Campana la xicoteta de la  parroquia de Santa Quiteria de la Torre d'En Doménec";"CASTELLÓN";"TORRE D'EN DOMÉNEC (LA)";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.121-9999-000001";"Real Santuario de la Virgen de la Fuente de la Salud";"CASTELLÓN";"TRAIGUERA";"4488877";"779720";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.121-9999-000003";"Recinto amurallado medieval y ampliación abaluartada del siglo XVII de Traiguera";"CASTELLÓN";"TRAIGUERA";"4491332";"778799";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.121-9999-000011";"Campana María de la parroquia de la Asunción de Traiguera";"CASTELLÓN";"TRAIGUERA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.121-9999-000012";"Campana Sants de la Pedra de la parroquia de la Asunción de Traiguera";"CASTELLÓN";"TRAIGUERA";;;2;"Bienes muebles 1ª";18;"Individual (mueble)"
"12.125-9999-000001";"Castillo de Almonecir";"CASTELLÓN";"VALL DE ALMONACID";"4420295";"718244";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000001";"Restos de la Torre del Palau Ducal / Palacio Ducal";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4411745";"736454";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000002";"Ciudad Ibérica Fortificada La Punta d'Orleyl";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4410514";"739955";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000003";"Torre de la Casota";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4413650";"736967";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000006";"Torre de Benizahat";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4411996";"737276";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000007";"Iglesia Parroquial del Santo Ángel Custodio";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4411771";"736478";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000009";"Castillo de Uxó o de Uixó";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4414555";"737365";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000013";"Poblado ibérico-romano de Sant Josep";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4411808";"735206";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.126-9999-000014";"Torre de la Torrassa";"CASTELLÓN";"VALL D'UIXÓ (LA)";"4412639";"738841";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.127-9999-000001";"Iglesia Parroquial de la Asunción de María";"CASTELLÓN";"VALLIBONA";"4499146";"757772";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000001";"La Torreta";"CASTELLÓN";"VILAFAMÉS";"4444465";"751035";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000002";"Casa Babiloni-Bardoll";"CASTELLÓN";"VILAFAMÉS";"4444500";"751024";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000003";"L'Abric del Castell";"CASTELLÓN";"VILAFAMÉS";"4444329";"750980";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000006";"Conjunto Histórico Artístico";"CASTELLÓN";"VILAFAMÉS";"4444616";"751060";1;"Bienes inmuebles 1ª";1;"Conjunto histórico"
"12.128-9999-000007";"Castillo, lienzos de muralla y la Iglesia de la Sangre";"CASTELLÓN";"VILAFAMÉS";"4444360";"750983";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000008";"Poblado Ibérico Estrets-Racó Rata";"CASTELLÓN";"VILAFAMÉS";"4447098";"749538";1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.128-9999-000009";"Palacio del Batlle";"CASTELLÓN";"VILAFAMÉS";"4444558";"751065";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000011";"Escudo de la Casa Abadía";"CASTELLÓN";"VILAFAMÉS";"4444526";"751067";1;"Bienes inmuebles 1ª";4;"Monumento"
"12.128-9999-000029";"Cova Matutano";"CASTELLÓN";"VILAFAMÉS";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
"12.128-9999-000030";"Cova del Tossal";"CASTELLÓN";"VILAFAMÉS";;;1;"Bienes inmuebles 1ª";5;"Zona arqueológica"
